order_id,order_date,amount,city
2635,2024-01-07,2280,delhi
2636,2024-01-19,453,chennai
2637,2024-01-11,3722,mumbai
2638,2024-01-23,7694,chennai
2639,2024-01-22,1623,chennai
2640,2024-01-21,4442,chennai
2641,2024-01-02,1182,kanpur
2642,2024-01-22,6490,kanpur
2643,2024-01-21,7864,mumbai
2644,2024-01-29,6047,mumbai
2645,2024-01-16,8285,kanpur
2646,2024-01-21,9325,mumbai
2647,2024-01-14,5587,mumbai
2648,2024-01-03,6928,delhi
2649,2024-01-04,4539,kanpur
2650,2024-01-04,3288,mumbai
2651,2024-01-24,2495,chennai
2652,2024-01-21,6619,delhi
2653,2024-01-18,6230,kanpur
2654,2024-01-26,8682,mumbai
2655,2024-01-07,6603,delhi
2656,2024-01-27,2096,delhi
2657,2024-01-07,4487,delhi
2658,2024-01-18,3282,delhi
2659,2024-01-20,2862,delhi
2660,2024-01-18,4361,mumbai
2661,2024-01-30,9133,mumbai
2662,2024-01-17,851,mumbai
2663,2024-01-27,2675,chennai
2664,2024-01-24,8150,chennai
2665,2024-01-30,849,kanpur
2666,2024-01-03,6448,mumbai
2667,2024-01-28,4400,chennai
2668,2024-01-06,2269,delhi
2669,2024-01-21,9676,chennai
2670,2024-01-03,1120,mumbai
2671,2024-01-02,1300,delhi
2672,2024-01-16,3744,delhi
2673,2024-01-11,5138,kanpur
2674,2024-01-27,6126,kanpur
2675,2024-01-30,4989,chennai
2676,2024-01-01,8463,delhi
2677,2024-01-03,2290,delhi
2678,2024-01-07,1841,kanpur
2679,2024-01-15,7479,mumbai
2680,2024-01-29,5509,chennai
2681,2024-01-13,2484,kanpur
2682,2024-01-11,8249,delhi
2683,2024-01-03,4767,chennai
2684,2024-01-05,3321,mumbai
2685,2024-01-29,684,mumbai
2686,2024-01-03,2794,chennai
2687,2024-01-05,333,mumbai
2688,2024-01-12,1326,mumbai
2689,2024-01-05,1346,chennai
2690,2024-01-26,2062,mumbai
2691,2024-01-15,2245,delhi
2692,2024-01-21,6793,mumbai
2693,2024-01-04,7639,mumbai
2694,2024-01-06,572,mumbai
2695,2024-01-25,9099,kanpur
2696,2024-01-08,8393,delhi
2697,2024-01-12,4545,delhi
2698,2024-01-25,8478,mumbai
2699,2024-01-06,2805,chennai
2700,2024-01-29,1208,kanpur
2701,2024-01-06,7195,mumbai
2702,2024-01-24,5854,mumbai
2703,2024-01-22,389,chennai
2704,2024-01-18,2009,mumbai
2705,2024-01-05,3222,kanpur
2706,2024-01-07,7769,delhi
2707,2024-01-22,9619,chennai
2708,2024-01-26,4644,mumbai
2709,2024-01-29,7447,kanpur
2710,2024-01-18,6636,chennai
2711,2024-01-20,2052,delhi
2712,2024-01-31,9328,chennai
2713,2024-01-31,6602,chennai
2714,2024-01-25,3403,kanpur
2715,2024-01-07,2988,kanpur
2716,2024-01-31,1218,chennai
2717,2024-01-13,5930,chennai
2718,2024-01-24,7869,chennai
2719,2024-01-16,696,delhi
2720,2024-01-02,2136,mumbai
2721,2024-01-31,5217,mumbai
2722,2024-01-16,4517,kanpur
2723,2024-01-16,8464,chennai
2724,2024-01-03,4722,mumbai
2725,2024-01-26,9804,delhi
2726,2024-01-20,7489,delhi
2727,2024-01-06,5296,delhi
2728,2024-01-04,6483,chennai
2729,2024-01-21,1658,chennai
2730,2024-01-24,693,kanpur
2731,2024-01-18,5650,kanpur
2732,2024-01-14,4174,mumbai
2733,2024-01-28,2731,delhi
2734,2024-01-24,208,mumbai
2735,2024-01-04,7844,delhi
2736,2024-01-13,1514,kanpur
2737,2024-01-22,1177,mumbai
2738,2024-01-30,8428,kanpur
2739,2024-01-22,2408,kanpur
2740,2024-01-23,2633,delhi
2741,2024-01-31,4727,chennai
2742,2024-01-18,4098,kanpur
2743,2024-01-31,5837,mumbai
2744,2024-01-14,2754,mumbai
2745,2024-01-20,4623,kanpur
2746,2024-01-18,1093,kanpur
2747,2024-01-27,8012,mumbai
2748,2024-01-11,5673,delhi
2749,2024-01-06,5767,kanpur
2750,2024-01-13,3637,kanpur
2751,2024-01-27,974,chennai
2752,2024-01-19,3655,mumbai
2753,2024-01-15,6298,mumbai
2754,2024-01-31,6758,chennai
2755,2024-01-23,9057,delhi
2756,2024-01-22,6127,kanpur
2757,2024-01-26,7490,chennai
2758,2024-01-01,5710,mumbai
2759,2024-01-26,989,chennai
2760,2024-01-29,7754,kanpur
2761,2024-01-09,3893,kanpur
2762,2024-01-04,833,delhi
2763,2024-01-07,989,chennai
2764,2024-01-20,565,kanpur
2765,2024-01-12,2612,chennai
2766,2024-01-02,2248,kanpur
2767,2024-01-06,9946,delhi
2768,2024-01-11,2128,kanpur
2769,2024-01-04,8632,delhi
2770,2024-01-29,2048,kanpur
2771,2024-01-30,8999,chennai
2772,2024-01-14,7912,mumbai
2773,2024-01-18,9790,kanpur
2774,2024-01-22,3361,mumbai
2775,2024-01-04,2779,delhi
2776,2024-01-22,3658,kanpur
2777,2024-01-15,4491,delhi
2778,2024-01-22,4062,delhi
2779,2024-01-25,8524,mumbai
2780,2024-01-10,2562,kanpur
2781,2024-01-05,9311,chennai
2782,2024-01-29,6215,delhi
2783,2024-01-27,4348,kanpur
2784,2024-01-30,9669,mumbai
2785,2024-01-19,5456,delhi
2786,2024-01-30,9365,delhi
2787,2024-01-23,4311,mumbai
2788,2024-01-10,9369,chennai
2789,2024-01-23,2737,mumbai
2790,2024-01-25,7377,kanpur
2791,2024-01-28,2892,chennai
2792,2024-01-06,6797,chennai
2793,2024-01-07,5744,kanpur
2794,2024-01-10,3013,delhi
2795,2024-01-28,5483,delhi
2796,2024-01-13,9209,mumbai
2797,2024-01-18,9190,mumbai
2798,2024-01-14,8245,delhi
2799,2024-01-05,9506,kanpur
2800,2024-01-14,472,mumbai
2801,2024-01-14,7797,kanpur
2802,2024-01-08,2275,chennai
2803,2024-01-19,8632,delhi
2804,2024-01-20,3192,kanpur
2805,2024-01-17,2353,delhi
2806,2024-01-07,3455,chennai
2807,2024-01-02,6991,delhi
2808,2024-01-16,6557,chennai
2809,2024-01-10,1969,delhi
2810,2024-01-19,3320,chennai
2811,2024-01-09,1205,chennai
2812,2024-01-10,3355,mumbai
2813,2024-01-07,3258,delhi
2814,2024-01-21,1451,kanpur
2815,2024-01-11,9145,kanpur
2816,2024-01-12,8879,delhi
2817,2024-01-06,9897,kanpur
2818,2024-01-10,4350,mumbai
2819,2024-01-13,5472,kanpur
2820,2024-01-17,9118,chennai
2821,2024-01-03,4484,chennai
2822,2024-01-13,6169,kanpur
2823,2024-01-21,2672,mumbai
2824,2024-01-07,3113,delhi
2825,2024-01-01,2044,chennai
2826,2024-01-17,3194,kanpur
2827,2024-01-07,9330,chennai
2828,2024-01-26,6562,chennai
2829,2024-01-18,4353,delhi
2830,2024-01-25,3424,delhi
2831,2024-01-18,9231,kanpur
2832,2024-01-16,204,delhi
2833,2024-01-07,7407,chennai
2834,2024-01-05,7151,kanpur
2835,2024-01-31,1197,chennai
2836,2024-01-07,7872,mumbai
2837,2024-01-15,3810,chennai
2838,2024-01-05,4118,chennai
2839,2024-01-09,7717,chennai
2840,2024-01-27,2771,delhi
2841,2024-01-26,6780,kanpur
2842,2024-01-15,2321,kanpur
2843,2024-01-25,1882,mumbai
2844,2024-01-29,659,mumbai
2845,2024-01-04,8568,kanpur
2846,2024-01-27,8544,mumbai
2847,2024-01-19,1861,delhi
2848,2024-01-03,7786,chennai
2849,2024-01-31,888,chennai
2850,2024-01-30,6780,kanpur
2851,2024-01-11,7602,kanpur
2852,2024-01-17,5651,kanpur
2853,2024-01-21,5018,mumbai
2854,2024-01-12,8370,chennai
2855,2024-01-29,8692,delhi
2856,2024-01-17,4365,mumbai
2857,2024-01-07,9485,delhi
2858,2024-01-19,366,delhi
2859,2024-01-26,2896,kanpur
2860,2024-01-02,7509,delhi
2861,2024-01-08,4348,delhi
2862,2024-01-26,7391,kanpur
2863,2024-01-21,8774,chennai
2864,2024-01-21,9751,delhi
2865,2024-01-31,2257,mumbai
2866,2024-01-14,5499,delhi
2867,2024-01-14,645,chennai
2868,2024-01-03,6220,delhi
2869,2024-01-02,706,chennai
2870,2024-01-29,564,mumbai
2871,2024-01-10,6419,kanpur
2872,2024-01-19,5652,delhi
2873,2024-01-24,7751,delhi
2874,2024-01-26,4486,kanpur
2875,2024-01-12,3871,chennai
2876,2024-01-12,5830,chennai
2877,2024-01-22,2447,mumbai
2878,2024-01-31,8205,kanpur
2879,2024-01-29,1981,chennai
2880,2024-01-22,8031,mumbai
2881,2024-01-10,9915,chennai
2882,2024-01-25,9067,mumbai
2883,2024-01-14,6068,delhi
2884,2024-01-08,7521,chennai
2885,2024-01-08,7376,kanpur
2886,2024-01-27,575,chennai
2887,2024-01-09,7237,delhi
2888,2024-01-12,393,mumbai
2889,2024-01-28,5660,chennai
2890,2024-01-20,6154,chennai
2891,2024-01-18,5099,kanpur
2892,2024-01-11,6459,delhi
2893,2024-01-18,7281,kanpur
2894,2024-01-31,1159,delhi
2895,2024-01-25,848,delhi
2896,2024-01-20,8241,kanpur
2897,2024-01-10,8601,chennai
2898,2024-01-16,9889,mumbai
2899,2024-01-06,8612,mumbai
2900,2024-01-29,8589,chennai
2901,2024-01-26,3124,delhi
2902,2024-01-31,6048,delhi
2903,2024-01-14,2565,chennai
2904,2024-01-24,1986,chennai
2905,2024-01-31,5090,chennai
2906,2024-01-31,1204,delhi
2907,2024-01-07,5198,chennai
2908,2024-01-14,5911,kanpur
2909,2024-01-07,6281,chennai
2910,2024-01-04,2815,mumbai
2911,2024-01-26,3235,mumbai
2912,2024-01-06,7051,mumbai
2913,2024-01-02,8684,kanpur
2914,2024-01-07,4704,chennai
2915,2024-01-04,5714,kanpur
2916,2024-01-08,3828,chennai
2917,2024-01-13,7466,mumbai
2918,2024-01-25,6632,delhi
2919,2024-01-05,1858,delhi
2920,2024-01-24,4805,delhi
2921,2024-01-04,3603,delhi
2922,2024-01-08,7660,mumbai
2923,2024-01-08,1808,kanpur
2924,2024-01-15,5870,chennai
2925,2024-01-01,8118,chennai
2926,2024-01-11,7544,delhi
2927,2024-01-20,5933,chennai
2928,2024-01-20,1583,mumbai
2929,2024-01-14,6075,chennai
2930,2024-01-13,8061,kanpur
2931,2024-01-22,283,mumbai
2932,2024-01-19,9502,kanpur
2933,2024-01-20,6472,kanpur
2934,2024-01-02,6078,delhi
2935,2024-01-21,6190,mumbai
2936,2024-01-19,6573,chennai
2937,2024-01-04,10000,delhi
2938,2024-01-22,3413,mumbai
2939,2024-01-13,2830,mumbai
2940,2024-01-09,1511,mumbai
2941,2024-01-28,8114,delhi
2942,2024-01-22,4211,kanpur
2943,2024-01-29,2080,delhi
2944,2024-01-31,124,kanpur
2945,2024-01-22,9012,mumbai
2946,2024-01-18,8919,delhi
2947,2024-01-09,9029,mumbai
2948,2024-01-05,5591,delhi
2949,2024-01-18,6017,chennai
2950,2024-01-11,5294,kanpur
2951,2024-01-11,9139,chennai
2952,2024-01-06,7652,delhi
2953,2024-01-05,2127,delhi
2954,2024-01-14,7665,kanpur
2955,2024-01-17,9564,kanpur
2956,2024-01-04,2736,delhi
2957,2024-01-23,1927,kanpur
2958,2024-01-24,8220,delhi
2959,2024-01-31,5388,delhi
2960,2024-01-25,7287,chennai
2961,2024-01-22,3561,chennai
2962,2024-01-08,7125,kanpur
2963,2024-01-18,5353,chennai
2964,2024-01-17,1751,mumbai
2965,2024-01-26,2086,kanpur
2966,2024-01-24,7116,chennai
2967,2024-01-12,9822,delhi
2968,2024-01-25,9070,chennai
2969,2024-01-12,3343,mumbai
2970,2024-01-03,7737,kanpur
2971,2024-01-15,8907,chennai
2972,2024-01-20,9893,mumbai
2973,2024-01-14,9240,kanpur
2974,2024-01-04,3086,mumbai
2975,2024-01-15,6950,chennai
2976,2024-01-06,4738,chennai
2977,2024-01-30,3155,delhi
2978,2024-01-12,9170,mumbai
2979,2024-01-29,9926,mumbai
2980,2024-01-18,7263,delhi
2981,2024-01-28,6772,delhi
2982,2024-01-15,6636,mumbai
2983,2024-01-30,9642,chennai
2984,2024-01-11,3570,chennai
2985,2024-01-23,9876,mumbai
2986,2024-01-27,3404,chennai
2987,2024-01-20,8231,chennai
2988,2024-01-13,8062,chennai
2989,2024-01-25,425,kanpur
2990,2024-01-12,3712,delhi
2991,2024-01-06,9091,delhi
2992,2024-01-15,6223,mumbai
2993,2024-01-29,797,mumbai
2994,2024-01-09,137,mumbai
2995,2024-01-14,5189,mumbai
2996,2024-01-21,9916,chennai
2997,2024-01-19,5305,kanpur
2998,2024-01-06,2868,chennai
2999,2024-01-13,7889,delhi
3000,2024-01-28,4542,mumbai
3001,2024-01-13,9683,chennai
3002,2024-01-15,2570,mumbai
3003,2024-01-09,5710,kanpur
3004,2024-01-18,9746,chennai
3005,2024-01-30,4571,mumbai
3006,2024-01-15,6713,delhi
3007,2024-01-19,5128,mumbai
3008,2024-01-13,2243,chennai
3009,2024-01-18,5247,mumbai
3010,2024-01-13,820,delhi
3011,2024-01-28,8064,kanpur
3012,2024-01-28,2674,kanpur
3013,2024-01-19,754,chennai
3014,2024-01-14,8943,mumbai
3015,2024-01-06,7225,mumbai
3016,2024-01-24,5106,mumbai
3017,2024-01-19,3616,kanpur
3018,2024-01-11,6668,chennai
3019,2024-01-19,9256,chennai
3020,2024-01-19,1127,chennai
3021,2024-01-08,1565,delhi
3022,2024-01-07,6311,mumbai
3023,2024-01-28,5092,kanpur
3024,2024-01-30,534,mumbai
3025,2024-01-07,3581,delhi
3026,2024-01-31,5629,delhi
3027,2024-01-06,3243,delhi
3028,2024-01-26,2532,mumbai
3029,2024-01-05,3282,delhi
3030,2024-01-05,8860,chennai
3031,2024-01-07,1044,delhi
3032,2024-01-02,1272,mumbai
3033,2024-01-31,9080,kanpur
3034,2024-01-12,8282,mumbai
3035,2024-01-10,664,chennai
3036,2024-01-13,5468,chennai
3037,2024-01-14,8235,mumbai
3038,2024-01-19,7192,delhi
3039,2024-01-15,9630,kanpur
3040,2024-01-20,6697,kanpur
3041,2024-01-15,3631,delhi
3042,2024-01-13,4219,mumbai
3043,2024-01-17,1244,mumbai
3044,2024-01-27,1420,chennai
3045,2024-01-17,9738,delhi
3046,2024-01-09,5295,mumbai
3047,2024-01-06,8559,kanpur
3048,2024-01-11,7074,delhi
3049,2024-01-10,5907,kanpur
3050,2024-01-04,944,delhi
3051,2024-01-31,1532,mumbai
3052,2024-01-08,5221,kanpur
3053,2024-01-02,9090,mumbai
3054,2024-01-26,4533,delhi
3055,2024-01-04,2546,mumbai
3056,2024-01-05,4354,delhi
3057,2024-01-16,5604,chennai
3058,2024-01-27,2452,chennai
3059,2024-01-30,6573,delhi
3060,2024-01-15,7610,delhi
3061,2024-01-16,7910,mumbai
3062,2024-01-28,8568,mumbai
3063,2024-01-05,753,chennai
3064,2024-01-16,8299,delhi
3065,2024-01-12,2481,delhi
3066,2024-01-03,7761,mumbai
3067,2024-01-10,1966,delhi
3068,2024-01-09,3426,chennai
3069,2024-01-07,1224,mumbai
3070,2024-01-19,2468,mumbai
3071,2024-01-24,8256,chennai
3072,2024-01-31,7697,kanpur
3073,2024-01-29,6078,delhi
3074,2024-01-02,6888,mumbai
3075,2024-01-04,8379,chennai
3076,2024-01-10,3726,kanpur
3077,2024-01-10,5695,kanpur
3078,2024-01-08,7792,mumbai
3079,2024-01-04,5174,mumbai
3080,2024-01-03,4308,mumbai
3081,2024-01-24,2463,mumbai
3082,2024-01-19,4636,delhi
3083,2024-01-25,1968,mumbai
3084,2024-01-06,656,mumbai
3085,2024-01-03,7704,chennai
3086,2024-01-11,4138,kanpur
3087,2024-01-13,282,delhi
3088,2024-01-09,5795,chennai
3089,2024-01-04,8646,chennai
3090,2024-01-11,9769,kanpur
3091,2024-01-16,2194,delhi
3092,2024-01-14,9332,kanpur
3093,2024-01-11,3588,kanpur
3094,2024-01-03,7691,kanpur
3095,2024-01-09,4340,mumbai
3096,2024-01-30,9531,chennai
3097,2024-01-30,2061,mumbai
3098,2024-01-09,3727,mumbai
3099,2024-01-09,487,delhi
3100,2024-01-02,7916,kanpur
3101,2024-01-29,640,chennai
3102,2024-01-02,1299,delhi
3103,2024-01-15,3367,mumbai
3104,2024-01-25,8493,mumbai
3105,2024-01-22,143,kanpur
3106,2024-01-16,4689,kanpur
3107,2024-01-16,2603,kanpur
3108,2024-01-02,7509,chennai
3109,2024-01-28,5243,kanpur
3110,2024-01-24,8450,chennai
3111,2024-01-30,8391,delhi
3112,2024-01-09,3205,delhi
3113,2024-01-11,7141,mumbai
3114,2024-01-13,3161,kanpur
3115,2024-01-05,3799,kanpur
3116,2024-01-24,8623,kanpur
3117,2024-01-22,3035,chennai
3118,2024-01-07,8256,delhi
3119,2024-01-24,2227,kanpur
3120,2024-01-06,4552,chennai
3121,2024-01-06,5145,chennai
3122,2024-01-10,640,mumbai
3123,2024-01-24,181,kanpur
3124,2024-01-30,7461,mumbai
3125,2024-01-03,4897,chennai
3126,2024-01-10,1378,chennai
3127,2024-01-22,6694,kanpur
3128,2024-01-10,1881,mumbai
3129,2024-01-23,825,mumbai
3130,2024-01-06,6237,kanpur
3131,2024-01-07,6502,kanpur
3132,2024-01-09,2622,delhi
3133,2024-01-20,4527,mumbai
3134,2024-01-07,2249,kanpur
3135,2024-01-25,4193,delhi
3136,2024-01-24,9823,mumbai
3137,2024-01-31,1926,mumbai
3138,2024-01-12,4360,kanpur
3139,2024-01-19,5071,kanpur
3140,2024-01-30,7500,delhi
3141,2024-01-29,9783,chennai
3142,2024-01-06,4987,mumbai
3143,2024-01-28,1816,chennai
3144,2024-01-06,8505,chennai
3145,2024-01-11,1632,mumbai
3146,2024-01-18,5581,mumbai
3147,2024-01-23,5872,delhi
3148,2024-01-29,9409,chennai
3149,2024-01-31,1078,mumbai
3150,2024-01-30,7956,kanpur
3151,2024-01-10,6407,chennai
3152,2024-01-12,3635,chennai
3153,2024-01-27,5880,chennai
3154,2024-01-15,1369,mumbai
3155,2024-01-08,5917,delhi
3156,2024-01-07,9001,kanpur
3157,2024-01-02,3904,chennai
3158,2024-01-08,536,chennai
3159,2024-01-08,7335,kanpur
3160,2024-01-22,6478,mumbai
3161,2024-01-23,1173,delhi
3162,2024-01-09,9347,kanpur
3163,2024-01-30,4181,mumbai
3164,2024-01-20,2859,mumbai
3165,2024-01-10,5425,delhi
3166,2024-01-13,7243,chennai
3167,2024-01-14,5197,mumbai
3168,2024-01-11,3101,chennai
3169,2024-01-04,2717,delhi
3170,2024-01-26,6715,kanpur
3171,2024-01-27,7765,mumbai
3172,2024-01-13,8206,chennai
3173,2024-01-06,9739,delhi
3174,2024-01-24,9148,mumbai
3175,2024-01-23,5864,chennai
3176,2024-01-28,3472,kanpur
3177,2024-01-03,6622,mumbai
3178,2024-01-11,9498,chennai
3179,2024-01-10,5966,chennai
3180,2024-01-15,676,mumbai
3181,2024-01-20,6690,mumbai
3182,2024-01-04,1392,kanpur
3183,2024-01-28,8999,delhi
3184,2024-01-20,1705,chennai
3185,2024-01-03,6202,delhi
3186,2024-01-04,8095,chennai
3187,2024-01-20,428,delhi
3188,2024-01-09,383,kanpur
3189,2024-01-05,5914,chennai
3190,2024-01-04,2726,mumbai
3191,2024-01-09,6717,chennai
3192,2024-01-08,6802,delhi
3193,2024-01-14,7049,chennai
3194,2024-01-17,9093,delhi
3195,2024-01-27,3769,mumbai
3196,2024-01-06,7666,mumbai
3197,2024-01-22,9982,kanpur
3198,2024-01-26,5609,chennai
3199,2024-01-22,7647,mumbai
3200,2024-01-15,6737,chennai
3201,2024-01-13,9594,kanpur
3202,2024-01-25,130,kanpur
3203,2024-01-17,8550,mumbai
3204,2024-01-16,1085,mumbai
3205,2024-01-19,2337,delhi
3206,2024-01-23,4350,delhi
3207,2024-01-12,8120,delhi
3208,2024-01-16,2289,kanpur
3209,2024-01-23,7759,kanpur
3210,2024-01-14,2856,chennai
3211,2024-01-06,4143,kanpur
3212,2024-01-03,9545,mumbai
3213,2024-01-28,7182,chennai
3214,2024-01-17,8161,delhi
3215,2024-01-27,9183,kanpur
3216,2024-01-09,570,mumbai
3217,2024-01-01,5494,mumbai
3218,2024-01-20,2901,chennai
3219,2024-01-04,2731,kanpur
3220,2024-01-24,8885,mumbai
3221,2024-01-11,9430,chennai
3222,2024-01-16,7279,kanpur
3223,2024-01-06,5473,mumbai
3224,2024-01-18,522,chennai
3225,2024-01-07,4173,chennai
3226,2024-01-18,8922,chennai
3227,2024-01-29,3694,mumbai
3228,2024-01-01,9383,delhi
3229,2024-01-08,6917,kanpur
3230,2024-01-25,6902,mumbai
3231,2024-01-15,1668,chennai
3232,2024-01-23,9731,delhi
3233,2024-01-16,1672,mumbai
3234,2024-01-09,4840,mumbai
3235,2024-01-24,8121,delhi
3236,2024-01-04,4344,delhi
3237,2024-01-10,4040,kanpur
3238,2024-01-25,6455,delhi
3239,2024-01-27,1794,mumbai
3240,2024-01-17,1602,mumbai
3241,2024-01-29,4553,chennai
3242,2024-01-29,8199,chennai
3243,2024-01-23,6882,mumbai
3244,2024-01-10,2294,mumbai
3245,2024-01-02,8059,delhi
3246,2024-01-20,6270,delhi
3247,2024-01-01,907,mumbai
3248,2024-01-13,6280,delhi
3249,2024-01-24,7992,kanpur
3250,2024-01-01,2700,delhi
3251,2024-01-02,9216,mumbai
3252,2024-01-17,3711,kanpur
3253,2024-01-21,8544,delhi
3254,2024-01-06,557,mumbai
3255,2024-01-24,5654,kanpur
3256,2024-01-08,9745,chennai
3257,2024-01-29,5976,chennai
3258,2024-01-25,4724,mumbai
3259,2024-01-03,9012,delhi
3260,2024-01-15,4157,mumbai
3261,2024-01-28,6725,kanpur
3262,2024-01-09,7940,mumbai
3263,2024-01-27,2117,kanpur
3264,2024-01-14,3825,delhi
3265,2024-01-01,1063,chennai
3266,2024-01-07,7461,mumbai
3267,2024-01-04,2659,mumbai
3268,2024-01-28,1537,kanpur
3269,2024-01-02,3845,chennai
3270,2024-01-20,1756,delhi
3271,2024-01-30,4685,chennai
3272,2024-01-21,3675,kanpur
3273,2024-01-22,7378,mumbai
3274,2024-01-31,2497,delhi
3275,2024-01-25,2278,mumbai
3276,2024-01-29,260,kanpur
3277,2024-01-26,5057,chennai
3278,2024-01-06,1858,chennai
3279,2024-01-10,9302,kanpur
3280,2024-01-03,1134,mumbai
3281,2024-01-12,5533,kanpur
3282,2024-01-24,704,kanpur
3283,2024-01-12,9695,kanpur
3284,2024-01-01,7084,chennai
3285,2024-01-02,3602,kanpur
3286,2024-01-27,7885,delhi
3287,2024-01-22,7879,chennai
3288,2024-01-30,2751,kanpur
3289,2024-01-11,7342,kanpur
3290,2024-01-31,4951,kanpur
3291,2024-01-25,8094,delhi
3292,2024-01-09,5354,kanpur
3293,2024-01-31,7100,chennai
3294,2024-01-05,4285,kanpur
3295,2024-01-27,9876,mumbai
3296,2024-01-08,5376,chennai
3297,2024-01-25,5745,delhi
3298,2024-01-23,4050,chennai
3299,2024-01-15,6723,chennai
3300,2024-01-27,4812,delhi
3301,2024-01-15,4519,delhi
3302,2024-01-19,1254,delhi
3303,2024-01-09,8509,delhi
3304,2024-01-30,4041,kanpur
3305,2024-01-08,3092,chennai
3306,2024-01-14,6815,chennai
3307,2024-01-22,1942,chennai
3308,2024-01-31,8768,chennai
3309,2024-01-29,1226,mumbai
3310,2024-01-02,1612,delhi
3311,2024-01-12,5575,kanpur
3312,2024-01-18,5141,kanpur
3313,2024-01-19,5370,mumbai
3314,2024-01-31,8914,mumbai
3315,2024-01-27,7031,delhi
3316,2024-01-11,2647,delhi
3317,2024-01-25,3443,chennai
3318,2024-01-27,907,kanpur
3319,2024-01-27,4100,kanpur
3320,2024-01-24,3888,chennai
3321,2024-01-04,7921,delhi
3322,2024-01-08,1391,mumbai
3323,2024-01-11,3291,kanpur
3324,2024-01-19,3867,mumbai
3325,2024-01-08,8112,mumbai
3326,2024-01-29,3815,kanpur
3327,2024-01-12,9272,kanpur
3328,2024-01-20,909,mumbai
3329,2024-01-06,4553,kanpur
3330,2024-01-26,3036,mumbai
3331,2024-01-17,1913,chennai
3332,2024-01-13,7810,mumbai
3333,2024-01-26,9146,chennai
3334,2024-01-17,7682,chennai
3335,2024-01-24,9377,delhi
3336,2024-01-26,2248,kanpur
3337,2024-01-27,2022,chennai
3338,2024-01-05,9091,chennai
3339,2024-01-23,8201,kanpur
3340,2024-01-21,2878,mumbai
3341,2024-01-16,3355,delhi
3342,2024-01-09,7825,mumbai
3343,2024-01-27,5345,delhi
3344,2024-01-15,1488,mumbai
3345,2024-01-01,7080,delhi
3346,2024-01-30,4144,kanpur
3347,2024-01-16,8472,mumbai
3348,2024-01-30,2764,kanpur
3349,2024-01-02,8867,kanpur
3350,2024-01-12,373,delhi
3351,2024-01-06,9740,delhi
3352,2024-01-27,7696,delhi
3353,2024-01-19,1107,chennai
3354,2024-01-07,3737,delhi
3355,2024-01-09,7887,kanpur
3356,2024-01-19,1255,chennai
3357,2024-01-02,6392,kanpur
3358,2024-01-15,835,mumbai
3359,2024-01-27,6992,mumbai
3360,2024-01-12,5681,kanpur
3361,2024-01-25,2675,chennai
3362,2024-01-24,4631,delhi
3363,2024-01-10,9225,chennai
3364,2024-01-09,3139,chennai
3365,2024-01-23,177,delhi
3366,2024-01-09,5290,mumbai
3367,2024-01-08,2654,kanpur
3368,2024-01-09,4668,kanpur
3369,2024-01-03,2185,mumbai
3370,2024-01-12,6056,mumbai
3371,2024-01-15,9486,chennai
3372,2024-01-06,3401,delhi
3373,2024-01-31,1859,chennai
3374,2024-01-30,3778,delhi
3375,2024-01-30,6590,kanpur
3376,2024-01-27,4941,kanpur
3377,2024-01-13,9762,mumbai
3378,2024-01-07,901,delhi
3379,2024-01-22,6076,mumbai
3380,2024-01-13,1703,delhi
3381,2024-01-01,4826,delhi
3382,2024-01-03,3624,kanpur
3383,2024-01-06,4062,kanpur
3384,2024-01-15,5875,delhi
3385,2024-01-15,5545,mumbai
3386,2024-01-08,4021,kanpur
3387,2024-01-20,2404,delhi
3388,2024-01-21,9009,chennai
3389,2024-01-27,1212,kanpur
3390,2024-01-12,5328,chennai
3391,2024-01-06,3976,kanpur
3392,2024-01-23,8828,mumbai
3393,2024-01-11,9814,delhi
3394,2024-01-24,6254,kanpur
3395,2024-01-23,1044,kanpur
3396,2024-01-01,2146,mumbai
3397,2024-01-23,5544,chennai
3398,2024-01-22,3226,delhi
3399,2024-01-11,7069,chennai
3400,2024-01-29,8703,mumbai
3401,2024-01-14,8099,chennai
3402,2024-01-06,7954,delhi
3403,2024-01-08,5470,chennai
3404,2024-01-22,1255,mumbai
3405,2024-01-09,1787,chennai
3406,2024-01-06,4105,mumbai
3407,2024-01-25,8788,chennai
3408,2024-01-06,6637,delhi
3409,2024-01-25,2267,kanpur
3410,2024-01-17,7504,kanpur
3411,2024-01-26,9239,kanpur
3412,2024-01-10,2632,delhi
3413,2024-01-06,9286,mumbai
3414,2024-01-17,8202,mumbai
3415,2024-01-08,1871,kanpur
3416,2024-01-31,794,mumbai
3417,2024-01-09,4612,kanpur
3418,2024-01-04,4564,kanpur
3419,2024-01-27,7753,mumbai
3420,2024-01-06,8069,kanpur
3421,2024-01-28,8705,delhi
3422,2024-01-21,7749,delhi
3423,2024-01-08,1376,chennai
3424,2024-01-28,7583,kanpur
3425,2024-01-24,6707,mumbai
3426,2024-01-10,2399,kanpur
3427,2024-01-09,6741,mumbai
3428,2024-01-16,7779,mumbai
3429,2024-01-10,8853,delhi
3430,2024-01-21,5525,kanpur
3431,2024-01-15,2715,chennai
3432,2024-01-27,3813,delhi
3433,2024-01-10,5580,mumbai
3434,2024-01-07,555,mumbai
3435,2024-01-23,3716,chennai
3436,2024-01-27,9856,kanpur
